Volume;env;quartier;dc;zone;type;Application;Cap;Use;Use%
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Traitement-Confidentialite;80.0;53.43;66.79
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-TVA-PROD;450.0;419.3;93.18
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-DR78-DPCEM;5.0;0.98;19.53
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-PASRAU;1000.0;987.4;98.74
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-RF-NATIONAL;650.0;341.8;52.58
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-DonneesCaisses;245.0;31.35;12.8
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-resil;2498.56;2375.68;95.08
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Etude-Bistrots;15.0;0.0;0.0
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-GIE-CB;25.0;14.4;57.6
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-EP-O1;200.0;149.8;74.9
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-PsarAU-segregation;35.0;14.21;40.6
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-EP-O2;100.0;85.29;85.29
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-EP-O3;150.0;70.81;47.21
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-CAF-45;49.0;39.5;80.61
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-ESTEL;950.0;888.8;93.56
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-INSEE2025-A33;20.0;16.84;84.2
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Etat-civil;25.0;24.55;98.2
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Codification;20.0;16.1;80.5
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-BPF-PROD;300.0;181.3;60.43
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Nautile-Methodo2019;250.0;48.7;19.48
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-BRPP-TRAVAIL;800.0;370.1;46.26
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-FIDELI-ACTION-REGIONALE;50.0;37.92;75.84
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-VEGA-LYON;5.0;2.22;44.4
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-EFTL;50.0;19.01;38.02
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-PSAR-EP-Tdb-precarite;20.0;7.45;37.25
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-DONNEES-CARROYEES;400.0;235.5;58.88
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-EP19;100.0;98.6;98.6
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Pole-Logement;50.0;36.77;73.54
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-FILOSOFI2-SNDI;1000.0;96.2;9.62
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-POLE-SIRENE-ASSOCIATIONS;100.0;48.95;48.95
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-VQS-numerisation-archives;200.0;133.7;66.85
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-CSSL;50.0;10.39;20.78
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Census;150.0;135.3;90.2
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-estimation-patrimoine-immobilier;500.0;191.5;38.3
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-AT44-Fideli;35.0;30.21;86.31
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-PSAREP;40.0;23.15;57.88
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-EPURE;320.0;75.83;23.7
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-EP22;100.0;93.91;93.91
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-RF-ENRICHISSEMENT;600.0;141.5;23.58
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-ESTEL-FLORES;1300.48;804.2;61.84
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-ECMOSS;275.0;268.8;97.75
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-SES-DIRAG-PILOTAGE;5.0;4.4;88.0
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Traitements-RP;2048.0;1361.92;66.5
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-SRCV-PROD;150.0;146.6;97.73
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Bailleurs-sociaux;50.0;33.48;66.96
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Bases-UMS;2396.16;1587.2;66.24
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-INST-LOGICIELS-AUSV3;200.0;46.93;23.46
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-ARC-PROD;100.0;6.89;6.89
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-ESSI-FILOSOFI;200.0;147.5;73.75
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-DR974-entreprises;50.0;15.5;31.0
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-EEC-Methodes;500.0;415.5;83.1
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-GT-Carroyage-RP;200.0;196.4;98.2
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-RAPSODIE-TEST;3000.32;364.4;12.15
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-ESSI-TEST;200.0;180.4;90.2
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Cartographie;3399.68;2938.88;86.45
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Donnees-de-caisses-fichiers;5632.0;4311.04;76.55
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-BRPP-MICROFILMS-NUM;6144.0;5160.96;84.0
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-IMAGES-EAR;750.0;306.4;40.85
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-BrevetsSirene;500.0;98.53;19.71
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-DADS-EDP-Mise-a-disposition;70.0;13.35;19.07
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-DMC-GMC3;50.0;9.98;19.96
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-DR87-DADS-Calculs;10.0;0.04;0.4
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-ENL2013GE;30.0;1.45;4.83
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-ENL2013MAYOTTE;30.0;0.23;0.78
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-ENRJ;50.0;11.25;22.5
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-EP42;50.0;9.03;18.06
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Fonction-publique-cssl;300.0;286.3;95.43
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-HAB-DAR-GT-DECES;30.0;7.56;25.2
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-ISF;30.0;0.71;2.35
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Requetes-RH;50.0;42.82;85.64
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-RP1999-EED;30.0;4.46;14.87
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-TVA-ECHANGE;100.0;21.9;21.9
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Heracles-DI;15.0;2.98;19.87
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-EMPLOI-PUBLIC-2022;25.0;11.31;45.24
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Bases-Parquet;50.0;49.29;98.58
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-AUDIT-ACCES-COFFRES;100.0;36.74;36.74
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Energie;50.0;7.12;14.24
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-EP-P3;35.0;7.96;22.74
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Donnees-de-caisses-Aldi;500.0;82.35;16.47
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-LOGFIDELI-ECHANGES-CSNS;50.0;46.23;92.46
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Recensement-Agricole-2020;10.0;4.65;46.5
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Donnees-de-caisses-Lidl;500.0;327.0;65.4
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-EP-O-Covid;200.0;149.7;74.85
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Projet-CAM;5.0;2.62;52.4
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Enquete-Post-Formation;50.0;6.8;13.6
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Consultation-revision-NAF;5.0;0.11;2.2
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-immoclimat;500.0;170.7;34.14
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-BTS-DIFFUSION-PROV;100.0;55.77;55.77
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-EP-MAD-Parquet;200.0;3.9;1.95
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-donnees-RH;5.0;0.69;13.76
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-CSNS-services-PSAR;50.0;0.0;0.0
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-CONT-APUR;5.0;0.05;1.02
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-ZTI;50.0;48.63;97.26
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Contours-QPV-ANCT;30.0;13.66;45.53
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Flood-mig;350.0;342.8;97.94
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-EDP-PRODUCTION-ECHANGES;120.0;10.77;8.97
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-EP-P4;30.0;28.48;94.93
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-ATR-EVE-SDT;50.0;0.21;0.41
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-QUALITE;5.0;0.01;0.11
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Mode-SRCV;15.0;0.05;0.33
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-NRJ-DEC-D2E;25.0;0.0;0.02
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-ACTET-RP;20.0;5.47;27.35
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-ENT-DSAU-SED35;50.0;45.7;91.4
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-CSRH;5.0;0.01;0.24
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-FPIDF;10.0;0.0;0.0
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-CSNS-services-DAR;50.0;0.0;0.0
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-agriculture-biodiversite;200.0;199.9;99.95
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-PMRFI;5.0;0.48;9.7
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-NRJ-DEC-DivSynth;50.0;0.03;0.05
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-ESA-PROD-DIRAG;30.0;2.33;7.77
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Etude-innovation-regionale;5.0;0.92;18.32
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-AT60-Mobilites-Residentielles;150.0;138.7;92.47
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-GT-AT44-Vulnerabilite-energetique;35.0;2.42;6.91
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-BTS-Transfrontalier;40.0;1.88;4.7
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Heracles-FDT;50.0;44.88;89.76
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-RESIL-CNAF;1996.8;898.6;45.0
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-INVEST-CONFIDENTIALITE;20.0;16.88;84.4
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-ERFS-CNAV-DRM;300.0;156.2;52.07
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-SIRH-Concours;5.0;0.09;1.73
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-DR13-GPMM-DADS;5.0;1.87;37.4
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Automatisation-BRPP-Polynesie;5.0;0.0;0.0
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Mission-CPO;250.0;235.5;94.2
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-PANEL-POTE;1000.0;796.9;79.69
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Pro-Connect;30.0;22.98;76.6
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-multipropriete-paca;40.0;2.35;5.88
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-ETE-CARAC;250.0;180.3;72.12
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-CAM-Perim;50.0;10.6;21.2
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-PATRI-LIASSES-BRUTES;50.0;27.83;55.66
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-CONVERSION-GEN;7004.16;6430.72;91.81
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-AU30-Occitanie;5.0;1.07;21.4
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-mobitic;40.0;34.1;85.25
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-ECH-EEC-R;200.0;158.0;79.0
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-CNT-Archive;300.0;0.0;0.0
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-PL-diff;50.0;0.94;1.87
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-RSVERO;50.0;43.82;87.64
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-CSNS-RSVERO;50.0;38.62;77.24
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-FAMILLES;20.0;18.68;93.4
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-marges-inflation;100.0;51.82;51.82
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Alimentation;50.0;25.43;50.86
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-EMPLOI-BASECALAGE-R;200.0;93.97;46.98
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-OPALE-PROD;25.0;18.53;74.12
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-DR44-DSAU-espaces-verts;50.0;31.77;63.54
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-SIRH-IG-Mission-TT;5.0;1.91;38.2
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-ILOCHAL;50.0;47.43;94.86
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Dechets-Productivite;50.0;46.2;92.4
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-dr35-absence;5.0;1.58;31.6
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-FRHL-Metz;20.0;0.01;0.07
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Commerce-exterieur;50.0;32.94;65.88
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Enquete-CDV-Diffusion;10.0;0.33;3.32
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-DecompressionDataRFS;4997.12;2252.8;45.08
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-BRPP3;10.0;4.23;42.3
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-CONVERSION-HAB;6000.64;772.1;12.87
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-SRCV-PREPROD;200.0;0.0;0.0
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Geolocalisation-BTS;50.0;26.23;52.46
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-BEATLES;50.0;1.58;3.16
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-SNTDA-CONJONCTURE;20.0;3.77;18.85
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-SIRH-Stage-egalite-femmes-hommes;5.0;0.24;4.77
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-ECMOSS-TPE;30.0;1.0;3.33
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Divisions-Etet-Industrie-Agriculture;5.0;0.15;2.93
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-SNDIL-GIE-WORK;50.0;35.76;71.52
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-IPC-OutilsQualiteCollecte;5.0;2.11;42.2
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-post-collecte-odic;50.0;31.26;62.52
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-APPARIEMENT-BTS-FIDELI;100.0;66.52;66.52
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-ESANE-DIFFUSION-DIRAG;30.0;21.79;72.63
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-zombies;50.0;3.92;7.84
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-EDP-ECHANGES-SAU;50.0;0.0;0.0
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-ETUDE-QUALI-NAF-DSN;40.0;13.48;33.7
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-PREP-ETUDE-QUALI-NAF-DSN;40.0;6.85;17.12
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-carreer-gender;200.0;122.1;61.05
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-MELODI-DCN;10.0;3.5;35.0
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-MELODI-ENQMEN;5.0;0.0;0.1
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-MaD-SeRN;50.0;34.72;69.44
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-ESANE-SCAN-QUEST-PAPIER;300.0;187.9;62.63
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-EP-Illettrisme;20.0;5.09;25.45
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-DR45-SED-Salaires-2022;15.0;3.52;23.47
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Vacance-commerciale;5.0;0.0;0.0
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-PSAR-EP-JDC-CSNS;10.0;9.26;92.6
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Etude-CO2-territoires;50.0;30.59;61.18
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-gestion-campagne-A;30.0;0.08;0.26
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-SUIVI-USAGE-PLATEFORMES-DS;10.0;1.08;10.8
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Etude-DR13-Quartiers-pauvres-et-aises;5.0;0.26;5.13
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-MELODI-IPC;5.0;0.0;0.0
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Etudes-DSE-DivIA;5.0;4.98;99.6
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-ESARE-SRA-Pasrau;500.0;22.2;4.44
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-EED-MADPUBLI-ETATCIVIL;20.0;1.03;5.15
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-SNTDA-EDEP;100.0;79.04;79.04
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-ETUDE-EIR-EIC;200.0;15.33;7.66
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-DPE;100.0;16.76;16.76
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Etude-DR45-SED-Dynamiques-pauvrete;20.0;16.06;80.3
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Mayotte-EAR;50.0;7.55;15.1
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Reseaux-Enseignes-Appli-Collecte;10.0;1.23;12.3
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Panel-Tous-actifs-Mise-a-disposition;25.0;14.43;57.72
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Sirene-Naf;40.0;18.14;45.35
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-MELODI-CONJONCTURE;5.0;0.34;6.72
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-etude-nat-bpe-sport-2024;5.0;3.77;75.4
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-FLV-Mise-a-disposition;5.0;0.01;0.13
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-EFP-STAGES;100.0;77.52;77.52
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-GT-OC-familles;5.0;0.16;3.14
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-LOGFIDELI-ECHANGES-SSPLAB;30.0;29.05;96.83
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Investissement-AT58;400.0;78.72;19.68
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-enquete-reseaux;20.0;0.0;0.0
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-RSVERO-Fideli;5.0;0.6;11.9
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-EEC-CSNS;40.0;20.35;50.88
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-SIRH-EncadrementSup;5.0;0.65;13.01
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-TESTS-COGNITIFS;10.0;1.72;17.2
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Migration-residentielles-post-covid;15.0;0.0;0.0
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-DR45-SED-Industrie-Rural;15.0;2.64;17.6
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Requetes-RH-SESAM;5.0;0.02;0.33
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-DSN-Flux-groupe;20.0;2.18;10.9
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-EDT-TEST2024;5.0;1.0;19.98
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-FAMILLES-Luminess-Entrants;20.0;6.28;31.4
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Expertise-Fideli-Nouvelle-Aquitaine;50.0;2.26;4.52
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-MOE-EDT-WORK;20.0;0.06;0.32
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-MOE-EDT-NOTICE;5.0;0.01;0.14
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-POLE-CODEX-Saphir;400.0;196.5;49.12
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-CSRH-Expertises-ICR;5.0;0.03;0.58
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Echant-ESA-Reunion;50.0;47.02;94.04
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Requetes-RH-DR35;5.0;0.02;0.35
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Division-EED;100.0;44.2;44.2
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-CSNS-services-DR78;50.0;0.0;0.01
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-reseaux-enseigne-courant;20.0;11.38;56.9
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Requetes-RH-DR974;5.0;0.02;0.35
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-TRAVAUX-CONVERSION-SAS;50.0;48.13;96.26
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Transmission-Creuse;20.0;15.13;75.65
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Multimode-Etudes;40.0;0.17;0.44
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-CAMME-PRODMENS;25.0;2.05;8.2
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-ECHANGES-DSDS-DLP;60.0;0.0;0.0
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-FILAUTO;20.0;0.02;0.09
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-RSA-PASRAU-EEC;50.0;22.39;44.78
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Etude-CBCR;50.0;29.7;59.4
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-EXPERTISES-SALAIRES;50.0;0.38;0.75
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Equipe-Datascience;50.0;25.26;50.52
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-TCM-Aval;10.0;0.0;0.0
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Geopolitique-Investissement;50.0;25.86;51.72
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-SRA-Melodi;5.0;0.0;0.04
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Requetes-RH-DR44;5.0;0.02;0.3
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Requetes-RH-CSRH;5.0;0.01;0.17
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Requetes-RH-DPRH-JURIDIQUE;5.0;0.01;0.21
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-AM3DS;500.0;31.38;6.28
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-PROJET-PLATEFORME-DONNEES;50.0;1.73;3.46
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Requetes-RH-DPRH-REMUNERATIONS;5.0;0.01;0.17
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Requetes-RH-DES;5.0;0.08;1.64
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-DDAR-DSAU;50.0;33.85;67.7
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-BRPP-MAJ-mensuelles-NAIS-DC;50.0;13.89;27.78
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-RP-collecte-maintenance;450.0;79.25;17.61
vol_pd_aus_HAB;pd;HAB;d1;Int;aus;HAB-Donnees-Femmes-milieu-rural-NA;10.0;0.0;0.0
