Volume;env;quartier;dc;zone;type;Application;Cap;Use;Use%
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;EGR;60.0;38.71;64.52
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;PDT-DR59;25.0;7.38;29.52
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR67-SES51;10.0;0.0;0.05
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;marges-prix-produits;45.0;4.31;9.58
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Pole-Tourisme-diffusion;25.0;3.93;15.72
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR86-SES;10.0;2.37;23.7
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR45-SED;10.0;9.84;98.4
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Milena;5.0;2.98;59.6
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR34-Pole-Tourisme-donnees;45.0;7.85;17.44
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;ADHOC-PREPROD;25.0;15.24;60.96
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Offre-de-Base-Conjoncture;25.0;23.49;93.96
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;RPS-PROD;25.0;10.55;42.2
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;PCS-ISCO;25.0;7.55;30.2
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-F001;20.0;11.29;56.45
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR59-SNDI80-Serveur-de-calcul-ENL-PREPROD;25.0;3.39;13.56
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;VQS-AUTRE;35.0;29.17;83.34
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;HVP2017-2020;25.0;24.37;97.48
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;CVS-PROD;50.0;30.91;61.82
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Olee-transferts-regionaux;10.0;9.76;97.6
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;AES;25.0;13.34;53.36
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR67-SES67;10.0;0.01;0.11
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Coordination-CN-DOM;50.0;12.23;24.46
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;FQP-PREPROD;25.0;3.49;13.96
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;APR44-CP7;40.0;5.61;14.03
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;LOUVRE-LENS;25.0;15.03;60.12
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;OutilsAval;10.0;1.78;17.8
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DSAU-DSU;15.0;12.46;83.07
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Vulnera-terri;5.0;0.0;0.0
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Pise-Outils;25.0;4.03;16.12
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;ENT-OLEE;25.0;0.0;0.0
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;APR44-CP5;40.0;14.87;37.17
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR21-SES;10.0;1.31;13.1
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;SED-Nouvelle-Aquitaine-industrie;10.0;0.0;0.0
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Esane-Diffusion;750.0;115.2;15.36
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;CAMME-PREPROD;25.0;4.09;16.36
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;REE;5.0;1.06;21.2
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;MFV2019-PREPROD;40.0;14.73;36.83
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;SRCV-AUTRE;10.0;9.95;99.5
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-G450-RETRO;98.0;2.21;2.26
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;POLE-CLAP;147.0;3.58;2.44
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;PMERL;40.0;25.7;64.25
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;ENT-TOURISME;5.0;4.82;96.4
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;BDF-PREPROD;25.0;2.34;9.36
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;VQS-PROD;30.0;7.36;24.53
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-G420-PPA;49.0;18.56;37.88
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR974-SED-CARTO-SEMIO;5.0;4.02;80.4
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;conception-R-rapide;10.0;9.45;94.5
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Olee-formations;15.0;2.15;14.33
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR69-SED63;30.0;24.11;80.37
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-G210-FISC;1597.44;171.9;10.76
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;APR44-CP4;40.0;11.61;29.03
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;enquete-reseaux;20.0;0.0;0.0
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR69-SED69;500.0;483.0;96.6
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;BasesLocales;25.0;20.08;80.32
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;FQP;25.0;7.9;31.6
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-E420;50.0;36.5;73.0
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;maintenance-macro-UMS;10.0;1.89;18.9
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR51-SED;20.0;19.57;97.85
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;PISE-DS;25.0;1.18;4.72
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR59-SES;20.0;1.13;5.65
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;ENRJ;25.0;3.84;15.36
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;CI75-SD;10.0;4.35;43.5
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;OutilsAval-Preprod;100.0;14.74;14.74
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-F170;15.0;12.69;84.6
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR13-SES;10.0;2.96;29.6
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DPS;49.0;20.98;42.82
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Coleman-integration;50.0;0.47;0.94
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;APR44-CP6;40.0;3.05;7.62
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;PISE-Enquetes-thematiques;125.0;63.47;50.78
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Expertises-coproduction;250.0;220.6;88.24
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Tourisme-HOTEL-autres;5.0;4.52;90.4
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;FLV-PREPROD;25.0;17.97;71.88
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Noemi;10.0;0.13;1.26
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Diagrammes-animes-sousR;5.0;0.47;9.44
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Expertise-RE;50.0;14.05;28.1
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;CVS2019reint-PREPROD;10.0;0.7;6.96
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;PhoneSegregation;100.0;42.25;42.25
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Etudes-commerce;25.0;2.73;10.92
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;OFATS;100.0;30.75;30.75
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Robots;100.0;92.37;92.37
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Formations-Stats;10.0;7.09;70.9
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;PANPAT-AUTRE;75.0;72.36;96.48
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Energie-Environnement;40.0;30.31;75.77
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;documentation-sondages;25.0;12.25;49.0
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;EMPLOI-Base;500.0;355.5;71.1
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;APR44-CONSEIL-EXPERTISE;50.0;12.21;24.42
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR974-Sed-Archives-Etudes;50.0;39.97;79.94
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;SRCV-MADPUBLI;100.0;43.25;43.25
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;REFLEE;20.0;14.49;72.45
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-G450;35.0;34.89;99.69
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR69-SES63;80.0;5.45;6.81
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR69-SES69;20.0;12.95;64.75
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;HVP2020;50.0;48.41;96.82
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR63-SED;30.0;0.0;0.0
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Politique-de-la-Ville;25.0;4.13;16.52
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;APR44-CP3;40.0;39.45;98.62
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-H420;49.0;43.05;87.86
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;POLE-EEC;15.0;10.04;66.93
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;LOYERS-PROD;100.0;76.25;76.25
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;BDF-PROD;25.0;13.31;53.24
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DSAU-MAD;15.0;10.62;70.8
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;TOURISME;20.0;18.44;92.2
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-H433-Serveur-de-calcul-DGC-ADSM-CAEN;25.0;20.82;83.28
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Valorisation-recensement;65.0;9.89;15.22
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;CIRCOS;25.0;9.48;37.92
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR80-SED;10.0;9.8;98.0
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;etudes;50.0;48.33;96.66
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Dec-Prod;85.0;79.4;93.41
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR33-SES;10.0;0.09;0.86
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-G220-Etudes;196.0;29.78;15.19
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR76-SED;50.0;40.98;81.96
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;CDT2018-PREPROD;100.0;3.71;3.71
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-GDCN;200.0;196.2;98.1
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR86-SED33;20.0;6.54;32.7
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR25-Pole-PCS;50.0;48.83;97.66
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;ISM4;100.0;73.84;73.84
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Conj-Int;25.0;7.75;31.0
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-H310;10.0;0.8;7.98
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR44-SES-RFD-BRPP-Doc;5.0;1.56;31.2
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Projet-Tourisme3;20.0;12.17;60.85
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;APR44-CP1;40.0;28.59;71.47
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;TransfertActivitesDSRL;5.0;2.65;53.0
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;CITRUS;5.0;3.83;76.6
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-F350;20.0;19.5;97.5
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;EEADOM;15.0;11.94;79.6
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-G410-CMPC;10.0;3.99;39.9
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR34-Pole-Tourisme-archives;50.0;26.36;52.72
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Autonomie2020;60.0;59.53;99.22
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;ENT-TSE2G;25.0;23.18;92.72
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Epure2-Production;370.0;355.7;96.14
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Conj-Prod;25.0;7.53;30.12
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;PMRFI;5.0;4.87;97.4
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Pollux;5.0;4.12;82.4
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;BPE-appli;5.0;0.3;5.92
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-F340;20.0;6.2;31.0
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Echanges-REFIGEO;30.0;11.68;38.93
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR69-DON;25.0;24.52;98.08
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;TCML-PREPROD;70.0;68.37;97.67
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;EAPR;100.0;99.18;99.18
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;HARMONICA-DOT;20.0;9.02;45.1
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-E220;25.0;24.79;99.16
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR31-SED;50.0;41.46;82.92
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-E230;782.0;618.0;79.03
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;BDF-SAUVEGARDECOLL;25.0;22.42;89.68
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR69-SES;20.0;16.55;82.75
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-G230;391.0;267.0;68.29
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;MADDocumentation;50.0;41.6;83.2
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-F510;75.0;64.0;85.33
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-E430;100.0;91.51;91.51
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-GD3E;98.0;35.86;36.59
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;carburant;100.0;80.28;80.28
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;TIC-PREPROD;25.0;7.03;28.12
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;SIRUS;1024.0;895.0;87.4
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;PCS-REFONTE;50.0;48.25;96.5
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR31-SES;49.0;0.0;0.0
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;SRCV-PROD;50.0;41.47;82.94
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR20-SED;50.0;19.16;38.32
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Enquetes-regionales;25.0;21.73;86.92
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;APR44-CP2;40.0;23.5;58.75
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Echange-Criem-SES-DIRAG;20.0;0.03;0.16
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;TIC-PROD;25.0;1.79;7.16
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-F201;10.0;8.24;82.4
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;stats-consultation;300.0;111.6;37.2
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR86-SES33;10.0;3.47;34.7
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Premice-TVA;879.0;461.9;52.55
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Siera-Visualisation;20.0;14.9;74.5
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;MFV2019-PROD;25.0;5.34;21.36
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR86-PNF;35.0;29.26;83.6
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-F530;10.0;9.3;93.0
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-F520;15.0;14.42;96.13
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;FILOSOFI-GT-EXPERTISE;30.0;24.37;81.23
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;SRCV-PREPROD;200.0;194.5;97.25
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;EMPLOI-BaseCalage;300.0;214.5;71.5
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;BDF-AUTRE;25.0;18.39;73.56
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Pise-Enqts-Environnement;100.0;0.01;0.01
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DOM---espace-partage;5.0;0.71;14.22
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;LIFI;800.0;497.7;62.21
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR69-PoleRP-Geographie;40.0;19.34;48.35
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;EEC2-Prod-Info;20.0;15.09;75.45
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;EVA-PROD;10.0;8.82;88.2
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;CAPI-ECHANTILLON-PROD;25.0;22.37;89.48
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR86-SED;50.0;48.97;97.94
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR86-SES86;10.0;2.37;23.7
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;CI45-SP;10.0;2.13;21.3
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;EtudesNouvelleAquitaine;50.0;47.09;94.18
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;ESS33;25.0;19.41;77.64
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;SR976-CARTO-ENQ-DEM;25.0;3.25;13.0
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-G420-EMP;80.0;57.43;71.79
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;CVS-PREPROD;50.0;18.91;37.82
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DEE;60.0;58.53;97.55
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;SANTE-AUTRE;25.0;0.46;1.85
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR31-CONJONCTURE;25.0;24.64;98.56
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;EMAGSA;20.0;2.06;10.3
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Pole-Tourisme-travail;55.0;41.38;75.24
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;BPE;100.0;61.61;61.61
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-G230-FIRME;590.0;259.0;43.9
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;CI45-SD;10.0;8.35;83.5
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Transferts-MVS-AUS;750.0;468.3;62.44
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-H250;245.0;35.64;14.55
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR-RIL;25.0;20.84;83.36
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;SRCV-REFONTE;100.0;57.67;57.67
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Pilotage-Olee;50.0;28.98;57.96
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Immigration;125.0;121.5;97.2
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Pole-Tourisme-outils;45.0;37.53;83.4
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR44-PISE;99.0;73.38;74.12
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Esane-RSP;800.0;754.1;94.26
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-G410-CENF;600.0;474.0;79.0
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;COMPTES-reunion-mayotte;100.0;81.91;81.91
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;PSARSL;245.0;153.6;62.69
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR974-SED;150.0;125.3;83.53
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;PSAR-ODL-ARCHIVES;350.0;195.6;55.89
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR35-SED;70.0;67.77;96.81
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Apolline;25.0;5.19;20.76
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;PSAR-ODL;350.0;165.2;47.2
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-F240;50.0;50.0;100.0
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;ETE-nationales;50.0;28.05;56.1
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Planpreform;5.0;0.64;12.72
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;CAMME-AUTRE;25.0;18.62;74.48
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;SUCRE-SUivi-des-Courriers-du-REcensement;10.0;0.61;6.08
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR67-SED;50.0;37.83;75.66
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;COMMUNAUTE-R-DR35;25.0;7.51;30.04
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;SUIVI-EEC;5.0;0.4;8.08
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;portail-investissements;25.0;0.58;2.33
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;CAMME-PROD;25.0;14.96;59.84
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-L120;125.0;111.2;88.96
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR14-SES;15.0;0.0;0.0
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Opise;100.0;90.13;90.13
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-E410;275.0;185.5;67.45
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;division-Mcar;40.0;20.6;51.5
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Appli-LCI;50.0;10.1;20.2
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;EVA-PREPROD;10.0;8.8;88.0
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR45-SES;5.0;2.03;40.6
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Epure-Collectif;40.0;16.74;41.85
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;AteliersR;5.0;3.5;70.0
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR69-SED;500.0;1.23;0.25
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-F330;200.0;26.83;13.41
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;PSARSL-Dev;200.0;83.76;41.88
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;APR44-CARTO;40.0;31.22;78.05
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Projets-dedi;5.0;0.86;17.21
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;CENTAUR-PROD;5.0;0.85;17.05
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR80-SES;10.0;8.02;80.2
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR974-entreprises;50.0;49.97;99.94
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR974-recensement;35.0;27.2;77.71
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR86-SES87;10.0;0.12;1.17
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR78-SED;110.0;88.8;80.73
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Methodo-ICA;98.0;5.93;6.05
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-C932-Serveur-de-calcul-R-Consolidation;25.0;2.32;9.28
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;PiseTravauxTermines;100.0;61.02;61.02
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;RECME;10.0;9.26;92.6
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Compta-Demo;10.0;4.13;41.3
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;POLE-CODEX;538.0;535.4;99.52
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR67-SES54;10.0;0.09;0.92
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR35-SES;40.0;31.35;78.38
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;GroupeGeographie;800.0;383.4;47.92
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-E320;500.0;365.8;73.16
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-E330;170.0;67.62;39.78
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-G430;5.0;3.81;76.2
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-H320;977.0;372.3;38.11
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;PIAAC-preprod;25.0;24.34;97.36
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-H430;750.0;403.6;53.81
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;PALETTES;200.0;197.4;98.7
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR34-Pole-Tourisme-Enquetes;50.0;29.81;59.62
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Projets-BFC;25.0;23.26;93.04
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;MADRIL;100.0;97.12;97.12
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR44-SED;45.0;35.92;79.82
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;SR973-SES;5.0;3.51;70.2
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DG75-F210;150.0;81.13;54.09
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR34-Pole-Tourisme-relationsDR;40.0;25.9;64.75
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;RORCAL;100.0;99.17;99.17
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR14-SSNE;100.0;89.85;89.85
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;INDICESCA;200.0;190.3;95.15
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Conj-Dev;25.0;8.74;34.96
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;DR21-SED;125.0;0.0;0.0
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Communaute-R;15.0;4.43;29.53
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Action-regionale;200.0;132.3;66.15
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;Esane-Donnees;1853.44;1832.96;98.9
vol_pd_aus_ECH;pd;ECH;d1;Int;aus;F320-PRIX-CONSO;98.0;95.46;97.41
