env;quartier;dc;zone;type;Application;Cap;Use;Use%
pd;RE;d2;Dmz;data;sirene4gestion_bt;1.0;0.0;0.0
pd;RE;d2;Dmz;logs;sirene4declaration_bt;1.0;0.02;1.65
pd;RE;d2;Dmz;logs;sirene4gestion_bt;1.0;0.0;0.1
pd;RE;d2;Int;data;sirene4_fo;5.0;2.92;58.4
pd;RE;d2;Int;data;sirene4declaration_fo;5.0;0.07;1.34
pd;RE;d2;Int;data;sirene4gestion_bt;1.0;0.0;0.01
pd;RE;d2;Int;data;sirene4gestion_fo;5.0;0.0;0.0
pd;RE;d2;Int;data;sirene4services_fo;10.0;3.66;36.6
pd;RE;d2;Int;data;sirene_fo;5.0;0.0;0.02
pd;RE;d2;Int;logs;sirene4_fo;10.0;1.33;13.3
pd;RE;d2;Int;logs;sirene4declaration_fo;1.0;0.0;0.29
pd;RE;d2;Int;logs;sirene4gestion_bt;1.0;0.0;0.04
pd;RE;d2;Int;logs;sirene4gestion_fo;1.0;0.0;0.22
pd;RE;d2;Int;logs;sirene4services_fo;1.0;0.0;0.22
pd;RE;d2;Int;logs;sirene_fo;5.0;1.44;28.8
pd;RH;d1;Dmz;data;apirh_pd;10.0;1.6;16.0
pd;RH;d1;Dmz;data;geneppi_pd;1.0;0.1;9.96
pd;RH;d1;Dmz;data;mouvin_pd;1.0;0.0;0.0
pd;RH;d1;Dmz;data;sirhius_pd;550.0;68.0;12.36
pd;RH;d1;Dmz;data;synchro-rh_pd;1.0;0.0;0.17
pd;RH;d1;Dmz;data;trombi_pd;1.0;0.0;0.0
pd;RH;d1;Dmz;data;trombipr_pd;1.0;0.0;0.0
pd;RH;d1;Dmz;logs;apirh_pd;10.0;0.05;0.53
pd;RH;d1;Dmz;logs;geneppi_pd;5.0;3.07;61.4
pd;RH;d1;Dmz;logs;mouvin_pd;1.0;0.0;0.15
pd;RH;d1;Dmz;logs;sirhius_pd;1.0;0.16;16.3
pd;RH;d1;Dmz;logs;synchro-rh_pd;1.0;0.21;20.91
pd;RH;d1;Dmz;logs;trombi_pd;5.0;2.26;45.2
pd;RH;d1;Dmz;logs;trombipr_pd;1.0;0.0;0.0
pd;RH;d1;Int;data;badgeuse_pd;1.0;0.29;29.14
pd;RH;d1;Int;data;calia_pd;1.0;0.01;1.25
pd;RH;d1;Int;data;equilibr_pd;1.0;0.0;0.0
pd;RH;d1;Int;data;sics_pd;5.0;1.59;31.8
pd;RH;d1;Int;logs;badgeuse_pd;1.0;0.0;0.0
pd;RH;d1;Int;logs;calia_pd;2.0;0.21;10.48
pd;RH;d1;Int;logs;equilibr_pd;10.0;0.0;0.01
pd;RH;d1;Int;logs;sics_pd;1.0;0.0;0.0
pd;RI;d1;Dmz;data;aireppnet_pd;1.0;0.0;0.01
pd;RI;d1;Dmz;data;brpp_pd;3120.0;414.1;13.27
pd;RI;d1;Dmz;data;csns_pd;15.0;5.68;37.87
pd;RI;d1;Dmz;data;elire_pd;6840.0;3080.0;45.03
pd;RI;d1;Dmz;logs;aireppnet_pd;1.0;0.29;29.04
pd;RI;d1;Dmz;logs;brpp_pd;20.0;1.33;6.65
pd;RI;d1;Dmz;logs;csns_pd;10.0;0.88;8.75
pd;RI;d1;Dmz;logs;elire_pd;100.0;2.09;2.09
pd;RI;d1;Int;data;am3ds_pd;2440.0;2390.0;97.95
pd;RI;d1;Int;data;csns_pd;10.0;0.0;0.0
pd;RI;d1;Int;data;edp_pd;1000.0;345.9;34.59
pd;RI;d1;Int;data;resil_pd;2440.0;25.51;1.05
pd;RI;d1;Int;logs;am3ds_pd;1.0;0.0;0.0
pd;RI;d1;Int;logs;csns_pd;10.0;0.83;8.27
pd;RI;d1;Int;logs;edp_pd;5.0;0.14;2.71
pd;RI;d1;Int;logs;resil_pd;1.0;0.0;0.0
pd;RI;d2;Dmz;data;aireppnet_bt;1.0;0.0;0.0
pd;RI;d2;Dmz;data;brpp_bt;1.0;0.0;0.0
pd;RI;d2;Dmz;data;elire_bt;100.0;2.23;2.23
pd;RI;d2;Dmz;logs;aireppnet_bt;1.0;0.02;2.23
pd;RI;d2;Dmz;logs;brpp_bt;1.0;0.22;21.97
pd;RI;d2;Dmz;logs;elire_bt;1.0;0.68;68.33
pd;RP;d1;Dmz;data;censushub_pd;1.0;0.0;0.11
pd;RP;d1;Dmz;data;homere_pd;20.0;2.12;10.6
pd;RP;d1;Dmz;data;rca_pd;1.0;0.42;42.18
pd;RP;d1;Dmz;data;rorcal_pd;15.0;11.71;78.07
pd;RP;d1;Dmz;data;rpetmoi_pd;1.0;0.05;4.72
pd;RP;d1;Dmz;logs;censushub_pd;1.0;0.1;9.82
pd;RP;d1;Dmz;logs;homere_pd;100.0;5.63;5.63
pd;RP;d1;Dmz;logs;rca_pd;2.0;0.92;46.22
pd;RP;d1;Dmz;logs;rorcal_pd;2.0;0.98;49.04
pd;RP;d1;Dmz;logs;rpetmoi_pd;1.0;0.0;0.0
pd;RP;d1;Int;data;achille_pd;200.0;119.8;59.9
pd;RP;d1;Int;data;bpe2_pd;15.0;9.33;62.2
pd;RP;d1;Int;data;bpe_impair_pd;20.0;8.17;40.85
pd;RP;d1;Int;data;bpe_pd;20.0;11.87;59.35
pd;RP;d1;Int;data;itac_pd;30.0;22.41;74.7
pd;RP;d1;Int;data;octobis_pd;20.0;10.39;51.95
pd;RP;d1;Int;data;octopusse_pd;50.0;34.01;68.02
pd;RP;d1;Int;data;odic_pd;19500.0;6920.0;35.49
pd;RP;d1;Int;data;omphale_pd;700.0;350.1;50.01
pd;RP;d1;Int;data;p1_pd;40.0;26.82;67.05
pd;RP;d1;Int;data;p2_pd;5.0;0.88;17.68
pd;RP;d1;Int;data;p6_pd;75.0;0.0;0.0
pd;RP;d1;Int;data;p7_pd;30.0;21.56;71.87
pd;RP;d1;Int;data;popleg_pd;100.0;71.19;71.19
pd;RP;d1;Int;data;rpelk_pd;50.0;0.0;0.0
pd;RP;d1;Int;logs;achille_pd;1.0;0.03;3.11
pd;RP;d1;Int;logs;bpe2_pd;1.0;0.6;59.92
pd;RP;d1;Int;logs;bpe_impair_pd;1.0;0.02;2.08
pd;RP;d1;Int;logs;bpe_pd;1.0;0.05;4.71
pd;RP;d1;Int;logs;itac_pd;1.0;0.01;0.62
pd;RP;d1;Int;logs;octobis_pd;1.0;0.0;0.09
pd;RP;d1;Int;logs;octopusse_pd;1.0;0.0;0.0
pd;RP;d1;Int;logs;odic_pd;5.0;0.23;4.59
pd;RP;d1;Int;logs;omphale_pd;5.0;0.0;0.0
pd;RP;d1;Int;logs;p1_pd;1.0;0.0;0.0
pd;RP;d1;Int;logs;p2_pd;1.0;0.0;0.06
pd;RP;d1;Int;logs;p6_pd;1.0;0.0;0.0
pd;RP;d1;Int;logs;p7_pd;10.0;0.12;1.16
pd;RP;d1;Int;logs;popleg_pd;1.0;0.39;38.79
pd;RP;d1;Int;logs;rpelk_pd;50.0;0.58;1.15
pd;RP;d2;Dmz;data;homere_fo;5.0;0.11;2.17
pd;RP;d2;Dmz;data;rca_fo;5.0;0.0;0.0
pd;RP;d2;Dmz;data;rorcal_fo;5.0;1.68;33.6
pd;RP;d2;Dmz;logs;homere_fo;5.0;0.02;0.35
pd;RP;d2;Dmz;logs;rca_fo;1.0;0.24;24.26
pd;RP;d2;Dmz;logs;rorcal_fo;1.0;0.57;56.63
pd;RP;d2;Int;data;odic_fo;5.0;0.0;0.07
pd;RP;d2;Int;data;odic_fo2;10.0;7.9;79.0
pd;RP;d2;Int;logs;odic_fo;1.0;0.01;1.22
pd;RP;d2;Int;logs;odic_fo2;1.0;0.01;1.35
pd;ST;d1;Dmz;data;coltrane_pd;100.0;61.98;61.98
pd;ST;d1;Dmz;data;conversions_xml_pd;5.0;1.91;38.2
pd;ST;d1;Dmz;data;edt_pd;1.0;0.0;0.0
pd;ST;d1;Dmz;data;rmes_pd;5.0;3.46;69.2
pd;ST;d1;Dmz;data;rmesgncs_pd;1.0;0.76;75.89
pd;ST;d1;Dmz;data;rmespogues_pd;1.0;0.0;0.0
pd;ST;d1;Dmz;data;rmesrdfz_pd;5.0;0.71;14.21
pd;ST;d1;Dmz;data;rmessnci_pd;1.0;0.4;40.05
pd;ST;d1;Dmz;data;rmessncz_pd;10.0;0.39;3.88
pd;ST;d1;Dmz;data;rmeswncd_pd;1.0;0.0;0.0
pd;ST;d1;Dmz;data;rmeswnci_pd;1.0;0.0;0.01
pd;ST;d1;Dmz;data;rmeswncz_pd;1.0;0.0;0.0
pd;ST;d1;Dmz;data;rmsrdfi_pd;5.0;0.67;13.43
pd;ST;d1;Dmz;data;sic_pd;16.0;0.0;0.0
pd;ST;d1;Dmz;data;sicore_pd;1.0;0.24;23.56
pd;ST;d1;Dmz;logs;coltrane_pd;40.0;28.07;70.17
pd;ST;d1;Dmz;logs;conversions_xml_pd;1.0;0.53;53.42
pd;ST;d1;Dmz;logs;edt_pd;1.0;0.0;0.21
pd;ST;d1;Dmz;logs;rmes_pd;1.0;0.3;29.91
pd;ST;d1;Dmz;logs;rmesgncs_pd;1.0;0.2;19.9
pd;ST;d1;Dmz;logs;rmespogues_pd;1.0;0.03;2.92
pd;ST;d1;Dmz;logs;rmesrdfz_pd;1.0;0.42;42.1
pd;ST;d1;Dmz;logs;rmessnci_pd;1.0;0.0;0.0
pd;ST;d1;Dmz;logs;rmessncz_pd;1.0;0.0;0.0
pd;ST;d1;Dmz;logs;rmeswncd_pd;1.0;0.09;9.2
pd;ST;d1;Dmz;logs;rmeswnci_pd;1.0;0.0;0.0
pd;ST;d1;Dmz;logs;rmeswncz_pd;5.0;3.61;72.2
pd;ST;d1;Dmz;logs;rmsrdfi_pd;1.0;0.0;0.0
pd;ST;d1;Dmz;logs;sic_pd;40.0;7.87;19.68
pd;ST;d1;Dmz;logs;sicore_pd;5.0;3.68;73.6
pd;ST;d1;Int;data;_batchs_pd;1.0;0.0;0.0
pd;ST;d1;Int;data;beatles_pd;50.0;0.39;0.79
pd;ST;d1;Int;data;eno_pd;1.0;0.0;0.0
pd;ST;d1;Int;data;era_pd;1.0;0.21;20.66
pd;ST;d1;Int;data;generic_pd;350.0;116.9;33.4
pd;ST;d1;Int;data;kraftwerk_pd;100.0;73.16;73.16
pd;ST;d1;Int;data;meshuggah_pd;4.0;0.0;0.0
pd;ST;d1;Int;data;messhugah_pd;1.0;0.0;0.0
pd;ST;d1;Int;data;pogues_pd;1.0;0.0;0.0
pd;ST;d1;Int;data;protools_pd;1.0;0.0;0.0
pd;ST;d1;Int;data;publicenemy_pd;1.0;0.0;0.0
pd;ST;d1;Int;data;rem_pd;1.0;0.0;0.0
pd;ST;d1;Int;data;sic_pd;50.0;2.21;4.42
pd;ST;d1;Int;data;sicore_pd2;1.0;0.0;0.0
pd;ST;d1;Int;data;sicore_pd3;1.0;0.0;0.0
pd;ST;d1;Int;data;trust_pd;15.0;0.06;0.38
pd;ST;d1;Int;logs;_batchs_pd;1.0;0.0;0.0
pd;ST;d1;Int;logs;beatles_pd;1.0;0.01;1.2
pd;ST;d1;Int;logs;eno_pd;6.0;0.0;0.0
pd;ST;d1;Int;logs;era_pd;1.0;0.0;0.32
pd;ST;d1;Int;logs;generic_pd;20.0;9.24;46.2
pd;ST;d1;Int;logs;kraftwerk_pd;1.0;0.02;1.58
pd;ST;d1;Int;logs;meshuggah_pd;2.0;0.0;0.0
pd;ST;d1;Int;logs;messhugah_pd;1.0;0.04;3.57
pd;ST;d1;Int;logs;pogues_pd;1.0;0.0;0.0
pd;ST;d1;Int;logs;protools_pd;5.0;0.0;0.03
pd;ST;d1;Int;logs;publicenemy_pd;1.0;0.02;2.38
pd;ST;d1;Int;logs;rem_pd;1.0;0.19;18.65
pd;ST;d1;Int;logs;sic_pd;5.0;0.78;15.52
pd;ST;d1;Int;logs;sicore_pd2;5.0;0.0;0.0
pd;ST;d1;Int;logs;sicore_pd3;5.0;0.0;0.0
pd;ST;d1;Int;logs;trust_pd;1.0;0.0;0.01
pd;ST;d2;Dmz;data;edt_bt;1.0;0.0;0.0
pd;ST;d2;Dmz;data;sic_bt;8.0;0.82;10.2
pd;ST;d2;Dmz;logs;edt_bt;4.0;0.0;0.05
pd;ST;d2;Dmz;logs;sic_bt;5.0;0.05;1.07
pd;UT;d1;Int;data;coltcour_pd;80.0;10.89;13.61
pd;UT;d1;Int;data;coltcour_pp;5.0;0.0;0.0
pd;UT;d1;Int;data;editique_conception_pd;10.0;5.08;50.8
pd;UT;d1;Int;data;editique_impression_pd;350.0;228.0;65.14
pd;UT;d1;Int;data;hyperx_pd;5.0;1.12;22.4
pd;UT;d1;Int;data;kanboard_pd;5.0;0.0;0.0
pd;UT;d1;Int;data;kanboard_pd2;5.0;0.0;0.0
pd;UT;d1;Int;data;oscar_pd;20.0;0.0;0.0
pd;UT;d1;Int;data;placebo_pd;20.0;2.28;11.4
pd;UT;d1;Int;data;sting_pd;5.0;0.0;0.0
pd;UT;d1;Int;data;wikidocs_pd;5.0;3.91;78.2
pd;UT;d1;Int;logs;coltcour_pd;5.0;1.5;30.0
pd;UT;d1;Int;logs;coltcour_pp;1.0;0.0;0.0
pd;UT;d1;Int;logs;editique_conception_pd;1.0;0.03;3.31
pd;UT;d1;Int;logs;editique_impression_pd;5.0;0.38;7.59
pd;UT;d1;Int;logs;hyperx_pd;1.0;0.0;0.13
pd;UT;d1;Int;logs;kanboard_pd;1.0;0.0;0.0
pd;UT;d1;Int;logs;kanboard_pd2;1.0;0.0;0.0
pd;UT;d1;Int;logs;oscar_pd;1.0;0.0;0.0
pd;UT;d1;Int;logs;placebo_pd;5.0;1.01;20.14
pd;UT;d1;Int;logs;sting_pd;1.0;0.11;10.76
pd;UT;d1;Int;logs;wikidocs_pd;1.0;0.67;66.88
pp;AP;d2;Dmz;data;gravitee_pp;10.0;1.17;11.7
pp;AP;d2;Dmz;data;reinitmp_pp;1.0;0.0;0.0
pp;AP;d2;Dmz;logs;gravitee_pp;10.0;0.02;0.24
pp;AP;d2;Dmz;logs;reinitmp_pp;1.0;0.0;0.0
pp;AP;d2;Int;data;gitlab_pp;5.0;3.49;69.8
pp;AP;d2;Int;data;majiba_pp;5.0;0.01;0.22
pp;AP;d2;Int;data;majsql_pp;1.0;0.0;0.09
pp;AP;d2;Int;data;pegase_pp;1.0;0.0;0.15
pp;AP;d2;Int;logs;gitlab_pp;5.0;2.75;55.0
pp;AP;d2;Int;logs;majiba_pp;5.0;0.0;0.03
pp;AP;d2;Int;logs;majsql_pp;1.0;0.63;62.86
pp;AP;d2;Int;logs;pegase_pp;1.0;0.0;0.02
pp;CJ;d2;Int;data;conjoncture_pp;20.0;7.92;39.6
pp;CJ;d2;Int;logs;conjoncture_pp;1.0;0.09;8.59
pp;DF;d2;Dmz;data;ddl_pp;1.0;0.0;0.0
pp;DF;d2;Dmz;data;melodi_pp;20.0;1.22;6.1
pp;DF;d2;Dmz;data;static_pp;1.0;0.36;35.99
pp;DF;d2;Dmz;data;static_pp2;5.0;0.0;0.0
pp;DF;d2;Dmz;data;web4g_pp;1.0;0.0;0.0
pp;DF;d2;Dmz;data;web4g_pp2;1000.0;537.8;53.78
pp;DF;d2;Dmz;logs;ddl_pp;1.0;0.0;0.0
pp;DF;d2;Dmz;logs;melodi_pp;1.0;0.04;4.15
pp;DF;d2;Dmz;logs;static_pp;1.0;0.0;0.0
pp;DF;d2;Dmz;logs;static_pp2;1.0;0.0;0.0
pp;DF;d2;Dmz;logs;web4g_pp;1.0;0.0;0.0
pp;DF;d2;Dmz;logs;web4g_pp2;20.0;2.08;10.4
pp;DF;d2;Int;data;melodi_pp;20.0;12.9;64.5
pp;DF;d2;Int;logs;melodi_pp;1.0;0.01;0.78
pp;EN;d2;Int;data;esane_pp;100.0;21.06;21.06
pp;EN;d2;Int;data;lifi3_pp;10.0;8.46;84.6
pp;EN;d2;Int;logs;esane_pp;1.0;0.18;18.03
pp;EN;d2;Int;logs;lifi3_pp;1.0;0.01;1.31
pp;EP;d2;Int;data;diane_pp;1.0;0.0;0.0
pp;EP;d2;Int;data;dsnflash_pp;1.0;0.0;0.03
pp;EP;d2;Int;data;heracles_pp;1.0;0.0;0.0
pp;EP;d2;Int;logs;diane_pp;1.0;0.0;0.27
pp;EP;d2;Int;logs;dsnflash_pp;2.0;0.33;16.33
pp;EP;d2;Int;logs;heracles_pp;1.0;0.0;0.18
pp;GE;d2;Int;data;gaia_pp;50.0;23.93;47.86
pp;GE;d2;Int;logs;gaia_pp;2.0;1.02;50.95
pp;PL;d2;Dmz;data;gemini_pp;1.0;0.13;12.89
pp;PL;d2;Dmz;logs;gemini_pp;1.0;0.03;2.75
pp;PL;d2;Int;data;gecoentr_pp;15.0;0.0;0.0
pp;PX;d2;Dmz;data;collecteprix_pp;1.0;0.0;0.1
pp;PX;d2;Dmz;data;ddc_pp;5.0;5.0;100.0
pp;PX;d2;Dmz;logs;collecteprix_pp;1.0;0.24;23.55
pp;PX;d2;Dmz;logs;ddc_pp;1.0;0.0;0.08
pp;PX;d2;Int;data;ddc_pp;1.0;0.0;0.0
pp;PX;d2;Int;logs;ddc_pp;1.0;0.0;0.0
pp;RE;d2;Dmz;data;apisirene_pp;75.0;17.62;23.49
pp;RE;d2;Dmz;data;lei_pp;200.0;16.48;8.24
pp;RE;d2;Dmz;data;sirene4_pp;7.0;2.96;42.29
pp;RE;d2;Dmz;data;sirene4declaration_pp;5.0;2.1;42.0
pp;RE;d2;Dmz;data;sirene4gestion_pp;1.0;0.0;0.0
pp;RE;d2;Dmz;data;sirene4services_pp;10.0;3.67;36.7
pp;RE;d2;Dmz;data;sirene_pp;400.0;110.0;27.5
pp;RE;d2;Dmz;data;syracext_pp;5.0;0.0;0.0
pp;RE;d2;Dmz;data;syracuse_pp;100.0;0.05;0.05
pp;RE;d2;Dmz;logs;apisirene_pp;5.0;0.85;17.08
pp;RE;d2;Dmz;logs;lei_pp;1.0;0.41;40.59
pp;RE;d2;Dmz;logs;sirene4_pp;50.0;1.75;3.5
pp;RE;d2;Dmz;logs;sirene4declaration_pp;5.0;0.01;0.24
pp;RE;d2;Dmz;logs;sirene4gestion_pp;1.0;0.0;0.28
pp;RE;d2;Dmz;logs;sirene4services_pp;1.0;0.15;15.35
pp;RE;d2;Dmz;logs;sirene_pp;5.0;0.18;3.61
pp;RE;d2;Dmz;logs;syracext_pp;1.0;1.0;100.0
pp;RE;d2;Dmz;logs;syracuse_pp;1.0;0.0;0.0
pp;RH;d2;Dmz;data;synchro-rh_pp;1.0;0.0;0.0
pp;RH;d2;Dmz;logs;synchro-rh_pp;1.0;0.0;0.04
pp;RH;d2;Int;data;orfee_pp;1.0;0.0;0.0
pp;RH;d2;Int;logs;orfee_pp;1.0;0.0;0.0
pp;RI;d2;Dmz;data;brpp_pp;400.0;100.3;25.07
pp;RI;d2;Dmz;data;brppws_pp;1.0;0.0;0.0
pp;RI;d2;Dmz;data;csns_pp;5.0;0.08;1.69
pp;RI;d2;Dmz;data;elire_pp;750.0;105.9;14.12
pp;RI;d2;Dmz;data;elire_pp2;50.0;0.0;0.0
pp;RI;d2;Dmz;logs;brpp_pp;5.0;3.52;70.4
pp;RI;d2;Dmz;logs;brppws_pp;20.0;0.0;0.0
pp;RI;d2;Dmz;logs;csns_pp;1.0;0.05;4.52
pp;RI;d2;Dmz;logs;elire_pp;5.0;0.0;0.06
pp;RI;d2;Dmz;logs;elire_pp2;1.0;0.0;0.0
pp;RI;d2;Int;data;am3ds_pp;500.0;160.0;32.0
pp;RI;d2;Int;data;brpp_pp;1.0;0.0;0.0
pp;RI;d2;Int;data;edp_pp;500.0;301.1;60.22
pp;RI;d2;Int;data;resil_pp;100.0;0.0;0.0
pp;RI;d2;Int;logs;am3ds_pp;1.0;0.0;0.0
pp;RI;d2;Int;logs;brpp_pp;1.0;0.0;0.0
pp;RI;d2;Int;logs;edp_pp;5.0;0.03;0.51
pp;RI;d2;Int;logs;resil_pp;1.0;0.0;0.0
pp;RP;d2;Dmz;data;homere_pp;1.0;0.77;76.75
pp;RP;d2;Dmz;data;rpetmoi_pp;1.0;0.0;0.0
pp;RP;d2;Dmz;logs;homere_pp;20.0;12.69;63.45
pp;RP;d2;Dmz;logs;rpetmoi_pp;1.0;0.0;0.07
pp;RP;d2;Int;data;odic_pp;5.0;1.39;27.8
pp;RP;d2;Int;data;p7_pp;20.0;8.33;41.65
pp;RP;d2;Int;logs;odic_pp;1.0;0.39;39.35
pp;RP;d2;Int;logs;p7_pp;1.0;0.0;0.0
pp;ST;d2;Dmz;data;coltrane_pp;250.0;52.8;21.12
pp;ST;d2;Dmz;data;rmes_pp;1.0;0.49;48.97
pp;ST;d2;Dmz;data;rmesrdfz_pp;1.0;0.0;0.0
pp;ST;d2;Dmz;data;rmessncz_pp;20.0;0.0;0.0
pp;ST;d2;Dmz;data;rmeswncd_pp;1.0;0.0;0.0
pp;ST;d2;Dmz;data;rmsrdfi_pp;5.0;0.0;0.0
pp;ST;d2;Dmz;data;sic_pp;1.0;0.0;0.0
pp;ST;d2;Dmz;logs;coltrane_pp;5.0;0.02;0.35
pp;ST;d2;Dmz;logs;rmes_pp;1.0;0.04;3.83
pp;ST;d2;Dmz;logs;rmesrdfz_pp;1.0;0.0;0.0
pp;ST;d2;Dmz;logs;rmessncz_pp;1.0;0.0;0.0
pp;ST;d2;Dmz;logs;rmeswncd_pp;1.0;0.01;1.27
pp;ST;d2;Dmz;logs;rmsrdfi_pp;1.0;0.0;0.0
pp;ST;d2;Dmz;logs;sic_pp;15.0;0.84;5.59
pp;ST;d2;Int;data;genesis_pp;100.0;24.03;24.03
pp;ST;d2;Int;data;rem_pp;1.0;0.0;0.0
pp;ST;d2;Int;data;sic_pp;1.0;0.71;71.12
pp;ST;d2;Int;logs;rem_pp;1.0;0.0;0.02
pp;ST;d2;Int;logs;sic_pp;15.0;0.15;1.03
pp;TT;d2;Dmz;data;otarie_pp;2.0;0.0;0.0
pp;TT;d2;Dmz;logs;otarie_pp;1.0;0.0;0.0
